PINCODE,Lat,Long
110508.0,28.63279480000001,77.2197052
110509.0,28.63279480000001,77.2197052
110510.0,28.63279480000001,77.2197052
110511.0,28.63279480000001,77.2197052
110512.0,28.63279480000001,77.2197052
110601.0,28.62623,77.22808
110602.0,28.62623,77.22808
110603.0,28.62623,77.22808
110604.0,28.62623,77.22808
110605.0,28.62623,77.22808
110606.0,28.62623,77.22808
110607.0,28.62623,77.22808
110608.0,28.62623,77.22808
110609.0,28.62623,77.22808
121000.0,28.3899664,77.2979782
121001.0,28.3899664,77.2979782
121002.0,28.419423,77.3668965
121003.0,28.453860700000003,77.3032742
121004.0,28.2919383,77.355413
121005.0,28.3700239,77.2692503
121006.0,28.3733754,77.335314
121007.0,28.388988399999995,77.3180836
121008.0,28.4349347,77.3180836
121009.0,28.4870386,77.2922332
121010.0,28.3899664,77.2979782
121012.0,28.420740500000004,77.2893606
121013.0,28.4868329,77.3351855
121015.0,28.4868329,77.3351855
121101.0,28.3799037,77.4357739
121102.0,28.1373319,77.42429720000001
121103.0,28.0446221,77.1715228
121105.0,28.0241268,77.32095550000003
121106.0,27.923692,77.355413
121107.0,27.9824927,77.4931403
121206.0,28.3899664,77.2979782
122000.0,28.455472600000004,77.0219019
122001.0,28.455472600000004,77.0219019
122002.0,28.474679,77.1048978
122003.0,28.4421257,77.0652025
122004.0,28.4051175,76.97582740000001
122005.0,28.43622460000001,77.030539
122006.0,28.4813712,76.9931074
122007.0,28.471851,77.0578855
122008.0,28.4929905,77.07241429999998
122009.0,28.4641637,77.08234820000001
122010.0,28.4859289,77.1057501
122011.0,28.4258749,77.0976195
122012.0,28.4963709,77.0593246
122013.0,28.4963709,77.0593246
122014.0,28.4963709,77.0593246
122015.0,28.4963709,77.0593246
122016.0,28.5079338,77.0751538
122017.0,28.5076558,77.02766
122018.0,28.4180814,77.0506896
122019.0,28.4180814,77.0506896
122021.0,28.4392819,77.0478942
122022.0,28.4612798,77.0656998
122050.0,28.3555099,76.94097059999999
122051.0,28.3484435,76.92397270000002
122052.0,28.3702789,76.9124465
122055.0,28.3484435,76.92397270000002
122100.0,28.05778,76.60791
122101.0,28.3636532,77.0219019
122102.0,28.3117677,77.0794705
122103.0,28.1738838,77.0794705
122105.0,28.05778,76.60791
122106.0,28.05778,76.60791
122107.0,28.0775058,77.0334179
122203.0,28.46385,77.01783
122204.0,28.46385,77.01783
122206.0,28.46385,77.01783
122207.0,28.46385,77.01783
122208.0,28.46385,77.01783
122209.0,28.46385,77.01783
122210.0,28.46385,77.01783
122211.0,28.46017,77.043758
122213.0,28.46017,77.043758
122214.0,28.46017,77.043758
122215.0,28.46017,77.043758
122216.0,28.46017,77.043758
122217.0,28.46017,77.043758
122218.0,28.46017,77.043758
122219.0,28.46017,77.043758
122220.0,28.8765,76.9567
122223.0,28.8765,76.9567
122224.0,28.8765,76.9567
122225.0,28.8765,76.9567
122226.0,28.8765,76.9567
122227.0,28.8765,76.9567
122228.0,28.8765,76.9567
122229.0,28.8765,76.9567
122230.0,28.46385,77.01783
122231.0,28.46385,77.01783
122232.0,28.46385,77.01783
122233.0,28.46385,77.01783
122234.0,28.46385,77.01783
122413.0,28.3043458,76.8836261
122414.0,28.2701202,76.7682775
122502.0,28.2713642,76.6643728
122503.0,28.3308988,76.8028933
122504.0,28.384868,76.7682775
122505.0,28.4317042,76.8951551
122506.0,28.4330156,76.79135579999998
123001.0,28.0318168,76.1088001
123003.0,28.0318168,76.1088001
123021.0,28.1377997,76.247912
123023.0,27.8893483,76.06239790000002
123024.0,28.3840617,75.96954649999998
123027.0,28.4075559,76.2178127
123028.0,28.2152749,76.1088001
123029.0,28.40975730000001,76.17451329999999
123034.0,28.2753857,76.247912
123035.0,28.3711702,76.6297189
123101.0,28.199059100000003,76.514138
123102.0,28.1851216,76.37530459999998
123103.0,28.2127284,76.4215988
123106.0,28.1760065,76.745195
123110.0,28.2296118,76.7942403
123301.0,28.3642617,76.5603828
123302.0,28.3985032,76.4447397
123303.0,28.4120444,76.35215140000003
123401.0,28.2621924,76.57194140000001
123411.0,28.2941725,76.4331698
123412.0,28.088285100000004,76.4967919
123413.0,28.088285100000004,76.4967919
123501.0,28.0578522,76.5950555
123503.0,28.378466,76.7948095
123505.0,28.0318168,76.1088001
123506.0,28.8459406,76.54015270000002
124001.0,28.9034473,76.57194140000001
124010.0,28.8459406,76.54015270000002
124021.0,28.867022,76.6643728
124022.0,28.8767484,76.4215988
124101.0,28.6713694,76.6528225
124102.0,28.6713694,76.6528225
124103.0,28.5877565,76.6181655
124104.0,28.5969602,76.7105632
124105.0,28.5270089,76.8144298
124106.0,28.581755600000005,76.4447397
124107.0,28.76292530000001,76.6528225
124108.0,28.4548686,76.6643728
124109.0,28.441026300000004,76.5257007
124111.0,28.9759872,76.38687970000002
124112.0,29.0121012,76.29425069999998
124113.0,28.805817600000005,76.3984537
124142.0,28.4732693,76.3347838
124146.0,28.4924909,76.4678766
124201.0,28.7078796,76.5603828
124202.0,28.7064497,76.4331698
124303.0,29.0121091,76.6297189
124401.0,28.9299641,76.72210820000002
124404.0,28.831067,76.82019759999999
124406.0,28.8911244,76.79135579999998
124411.0,28.8357532,76.4678766
124412.0,28.7718469,76.514138
124501.0,28.7847278,76.7567368
124504.0,28.6948707,76.7163359
124505.0,28.7526104,76.8951551
124506.0,28.7103137,76.8144298
124507.0,28.6564595,76.8490328
124508.0,28.6564595,76.8490328
124513.0,29.0141581,76.3695167
124514.0,29.0358382,76.5257007
124517.0,28.6564595,76.8490328
125001.0,29.049537,75.5742467
125002.0,29.1406223,75.6789905
125003.0,29.1406223,75.6789905
125004.0,29.1406223,75.6789905
125005.0,29.125413,75.74877790000002
125006.0,29.11015200000001,75.8185314
125007.0,29.1235418,75.7051647
125011.0,29.2316435,75.6659016
125033.0,29.0643749,75.92309759999998
125034.0,29.0643749,75.92309759999998
125037.0,28.9531185,75.841775
125038.0,29.1849219,76.20155720000002
125039.0,29.3118514,76.1088001
125042.0,29.093728,76.20155720000002
125044.0,29.0670836,75.841775
125047.0,29.3579842,75.6906241
125048.0,29.4335541,75.5509602
125050.0,29.4835524,75.38785250000002
125051.0,29.6753855,75.48107859999998
125052.0,29.2921019,75.50437609999999
125053.0,29.3622408,75.31789520000002
125054.0,29.5659239,75.21289959999999
125055.0,29.4305507,74.9208772
125056.0,29.4305507,74.9208772
125058.0,29.457818100000004,75.2595731
125060.0,29.5679711,75.1311874
125075.0,29.5590875,74.663464
125076.0,29.62625580000001,74.8507131
125077.0,29.68236880000001,74.94425849999998
125078.0,29.6985189,75.0844757
125101.0,29.781173100000004,74.5346103
125102.0,29.3978643,74.64004320000002
125104.0,29.8810582,74.7102958
125106.0,29.680974100000004,75.737149
125110.0,29.3412012,75.1311874
125111.0,29.5397219,75.6906241
125113.0,29.5145069,75.8766333
125120.0,29.6507626,75.8766333
125121.0,29.362856,75.946324
125133.0,29.7767703,75.7836589
125201.0,29.8288899,75.0377502
126101.0,29.1176923,76.4331698
126102.0,29.2857394,76.29425069999998
126110.0,29.4038329,76.4447397
126111.0,29.4823276,76.4331698
126113.0,29.3096168,76.5257007
126114.0,29.2041673,76.38687970000002
126115.0,29.458176300000005,76.20155720000002
126116.0,29.6756695,76.1088001
126125.0,29.4625469,76.35215140000003
127001.0,28.818254600000003,76.1369607
127020.0,28.84815,75.5464
127021.0,28.769318100000003,76.1551866
127022.0,28.5044544,76.247912
127025.0,28.755358,76.35215140000003
127026.0,28.5918445,76.097201
127027.0,28.8600923,76.25949809999999
127029.0,28.6943882,75.8766333
127031.0,28.860687100000003,76.1551866
127032.0,28.942285,76.06239790000002
127040.0,28.8770077,75.8766333
127041.0,28.9874453,76.1667807
127042.0,28.7253625,76.2826675
127043.0,28.7708381,75.737149
127045.0,28.950844300000004,75.6091696
127046.0,28.8672817,75.5742467
127111.0,28.76741,76.0275859
127114.0,28.8672575,76.3289941
127201.0,28.5017208,75.7836589
127306.0,28.591219899999995,76.20155720000002
127307.0,28.6512549,76.3405733
127308.0,28.5213393,75.96954649999998
127309.0,28.6953309,76.21314740000003
131001.0,28.9905081,76.9873477
131021.0,28.9582084,77.1255055
131022.0,28.9711464,76.9066829
131023.0,28.904319399999995,77.16002009999998
131024.0,29.08317000000001,76.8836261
131027.0,29.060038899999995,77.1139984
131028.0,28.867698699999995,77.14819190000001
131029.0,28.8976429,77.0909809
131030.0,28.8976429,77.0909809
131039.0,29.0784242,77.067959
131101.0,29.14249310000001,77.0219019
131102.0,29.11057760000001,76.9297354
131103.0,28.8680369,77.0219019
131301.0,29.100186600000004,76.7105632
131305.0,29.1448311,76.8144298
131402.0,28.889949600000005,76.8951551
131403.0,28.9299326,76.95278359999998
132001.0,29.6386837,77.0794705
132022.0,29.6990234,77.1139984
132023.0,29.765049600000005,77.0909809
132024.0,29.7429761,76.7567368
132026.0,29.6738797,76.5257007
132036.0,29.615757,76.8490328
132037.0,29.6170352,76.97582740000001
132041.0,29.8662899,77.0794705
132054.0,29.8856172,77.16002009999998
132101.0,29.2647223,76.9873477
132102.0,29.207015500000004,77.0391754
132103.0,29.410717600000005,77.0794705
132104.0,29.3319733,77.0909809
132105.0,29.3799485,76.8836261
132106.0,29.3845333,76.9297354
132107.0,29.2976701,76.745195
132108.0,29.342376300000005,77.0298192
132110.0,28.8680369,77.0219019
132113.0,29.4288777,76.8028933
132114.0,29.5384407,76.9873477
132116.0,29.7615507,76.9412601
132117.0,29.8979883,76.9412601
132118.0,29.8979883,76.9412601
132122.0,29.2469096,77.09673570000002
132140.0,29.4916335,76.86056500000002
132145.0,29.3115127,76.8836261
132151.0,28.8680369,77.0219019
132157.0,29.8385942,76.8028933
133001.0,30.377589,76.86056500000002
133002.0,30.377589,76.86056500000002
133003.0,30.3273557,76.85783959999998
133004.0,30.2846381,76.83749949999998
133005.0,30.366075,76.88650849999998
133006.0,30.3369789,76.9066829
133007.0,30.3369789,76.9066829
133008.0,30.3369789,76.9066829
133010.0,30.3369789,76.9066829
133021.0,30.187597,76.99886690000002
133101.0,30.27366180000001,76.95278359999998
133102.0,30.246335700000003,76.9066829
133103.0,30.193461100000004,77.1715228
133104.0,30.323633,76.99886690000002
133201.0,30.2222932,77.0622028
133202.0,30.2444703,77.1139984
133203.0,30.2516988,77.01614359999998
133204.0,30.4247721,77.2175223
133205.0,30.187597,76.99886690000002
133206.0,30.3468402,77.1923165
133207.0,30.255160600000004,77.0506896
133301.0,30.8272925,76.83749949999998
133302.0,30.85695680000001,76.9066829
134001.0,30.3844355,76.76929150000002
134002.0,30.3844355,76.76929150000002
134003.0,30.2829736,76.7105632
134005.0,30.3561802,76.79640359999998
134007.0,30.39941,76.7971247
134008.0,30.39941,76.7971247
134011.0,28.6564595,76.8490328
134101.0,30.794307300000003,76.9009191
134102.0,30.7511449,76.97582740000001
134103.0,30.6584328,76.95278359999998
134104.0,30.8079506,76.92397270000002
134105.0,30.7482256,76.9134544
134107.0,30.7417398,76.8836261
134108.0,30.6923542,76.8562405
134109.0,30.7039849,76.9009191
134110.0,30.646743100000005,76.8787443
134111.0,30.646743100000005,76.8787443
134112.0,30.6753287,76.8692134
134113.0,30.6786134,76.84614959999998
134114.0,30.7193224,76.857682
134115.0,30.67816890000001,76.86264940000002
134116.0,30.6475006,76.9009191
134117.0,30.666644800000004,76.8533575
134118.0,30.54304310000001,76.9297354
134119.0,30.54304310000001,76.9297354
134151.0,30.7588,76.92586999999997
134152.0,30.7578,76.92586999999997
134201.0,30.4423865,76.9412601
134202.0,30.4516907,77.0334179
134203.0,30.4609213,77.1255055
134204.0,30.5749958,77.0219019
134205.0,30.6373345,77.0794705
135001.0,30.1014803,77.2749964
135002.0,30.1026552,77.1715228
135003.0,30.194566,77.2979782
135004.0,30.1474075,77.3381855
135021.0,30.3112515,77.4472495
135101.0,30.1581173,77.3898602
135102.0,30.3410379,77.30963299999998
135103.0,30.248938899999995,77.3898602
135106.0,30.3655022,77.5390127
135133.0,30.0117887,77.1715228
136020.0,29.8753689,76.606611
136021.0,29.8346795,76.6528225
136026.0,29.7288542,76.6181655
136027.0,29.7288542,76.6181655
136030.0,29.9464747,76.5257007
136033.0,29.927155,76.3405733
136034.0,30.0632002,76.3405733
136035.0,29.9627394,76.247912
136038.0,29.9239581,76.86056500000002
136042.0,29.80246330000001,76.5603828
136043.0,29.6738797,76.5257007
136044.0,29.5781322,76.4794435
136117.0,29.649819,76.29425069999998
136118.0,30.01247110000001,76.83749949999998
136119.0,29.9655011,76.7105632
136128.0,30.0014142,76.6181655
136129.0,30.1070594,76.6528225
136130.0,30.118894399999995,76.7682775
136131.0,29.9888728,76.9412601
136132.0,29.998093800000003,77.0334179
136135.0,30.120436600000005,76.8951551
136136.0,30.18927750000001,76.79135579999998
136156.0,30.0843255,76.9873477
140001.0,30.9688415,76.5199195
140101.0,30.788715000000003,76.4678766
140102.0,30.8288892,76.4215988
140103.0,30.8435639,76.5603828
140108.0,30.9510393,76.6181655
140109.0,30.9031593,76.6990172
140110.0,30.83311500000001,76.675922
140111.0,30.9265583,76.38687970000002
140112.0,30.8690201,76.37530459999998
140113.0,31.02620910000001,76.583499
140114.0,31.0911413,76.61238840000001
140115.0,31.183681,76.583499
140116.0,31.2261886,76.5603828
140117.0,31.1614039,76.4794435
140118.0,31.2362867,76.4967919
140119.0,31.076363300000004,76.5257007
140123.0,31.2675144,76.47366020000003
140124.0,31.3922527,76.3810922
140125.0,31.359849600000004,76.3926668
140126.0,31.3162182,76.35215140000003
140133.0,31.2787884,76.4215988
140201.0,30.6051755,76.84614959999998
140301.0,30.7630356,76.6528225
140306.0,30.6121835,76.72210820000002
140307.0,30.6804285,76.6181655
140308.0,30.70517700000001,76.69324379999998
140401.0,30.494883,76.57194140000001
140402.0,30.494883,76.57194140000001
140405.0,30.5758434,76.37530459999998
140406.0,30.6033273,76.4215988
140407.0,30.6661237,76.37530459999998
140412.0,30.7110003,76.4794435
140413.0,30.75336230000001,76.5603828
140417.0,30.4140319,76.6643728
140501.0,30.4681308,76.86056500000002
140506.0,30.526535,76.7682775
140507.0,30.583575300000003,76.8836261
140601.0,30.5482456,76.70479040000002
140602.0,30.5900961,76.6181655
140603.0,30.619326300000004,76.79135579999998
140604.0,30.6625018,76.8129878
140701.0,30.4121228,76.5372625
140802.0,30.7788842,76.37530459999998
140901.0,30.8177598,76.745195
141001.0,30.9058885,75.8359645
141002.0,30.88718230000001,75.8446802
141003.0,30.8721582,75.8359645
141004.0,30.9033011,75.8127199
141005.0,30.9275869,75.83523819999998
141006.0,30.8553803,75.8621101
141007.0,30.9661366,75.92309759999998
141008.0,30.9579652,75.74877790000002
141009.0,30.8981642,75.88791429999998
141010.0,30.9023784,75.9056753
141011.0,30.889467600000003,75.78947159999998
141012.0,30.889467600000003,75.78947159999998
141013.0,30.861462300000003,75.8156257
141014.0,30.872488,75.9405178
141015.0,30.9112101,75.9347113
141016.0,30.8573921,75.9056753
141017.0,30.8487083,75.9289046
141020.0,30.7114183,76.1667807
141101.0,30.8351329,75.6557206
141102.0,30.8879365,75.72551920000002
141103.0,30.8016559,75.7080727
141104.0,30.782569,75.6382657
141105.0,30.7477755,75.6789905
141106.0,30.7488256,75.6382657
141107.0,30.7174242,75.6091696
141108.0,30.6828572,75.7022567
141109.0,30.6148145,75.5975296
141110.0,30.9025679,75.6557206
141111.0,30.8963885,76.0043731
141112.0,30.8963885,76.0043731
141113.0,30.8540139,76.0798006
141114.0,30.6111761,76.0739999
141115.0,30.9516436,76.20155720000002
141116.0,30.8209004,75.8301537
141118.0,30.7434188,75.841775
141119.0,30.6210553,75.9579358
141120.0,30.8263314,75.9811564
141122.0,30.823641700000003,75.9056753
141123.0,30.8875739,75.9753516
141124.0,30.8365547,76.12619690000002
141126.0,30.9364921,76.06239790000002
141127.0,30.9364921,76.06239790000002
141201.0,30.768332,75.8127199
141202.0,30.7304803,75.72551920000002
141203.0,30.7581778,75.77203279999998
141205.0,30.659254600000004,75.7429636
141206.0,30.7736401,75.91148299999998
141234.0,30.7114183,76.1667807
141301.0,30.7114183,76.1667807
141304.0,30.7114183,76.1667807
141309.0,30.7114183,76.1667807
141310.0,30.7114183,76.1667807
141401.0,30.90096500000001,75.857277
141402.0,30.90096500000001,75.857277
141411.0,30.7364088,76.29425069999998
141412.0,30.7589839,76.1377935
141414.0,30.6111761,76.0739999
141415.0,30.6111761,76.0739999
141416.0,30.723887,76.0739999
141417.0,30.7389636,76.21314740000003
141418.0,30.8177127,76.0565965
141421.0,30.7863961,76.0275859
141422.0,30.805059600000003,75.6382657
141801.0,30.8190126,76.3289941
142001.0,30.8015468,75.1662121
142002.0,30.8015468,75.1662121
142003.0,30.8015468,75.1662121
142011.0,30.7872224,75.2362381
142021.0,30.8846708,75.7811158
142022.0,30.8507629,75.795284
142023.0,30.802136600000004,75.56260390000001
142024.0,30.8444549,75.5393155
142025.0,30.914506,75.56260390000001
142026.0,30.7717219,75.4927278
142027.0,30.9080514,75.754592
142028.0,30.9000935,75.0494329
142029.0,30.7969088,75.76621949999998
142030.0,30.7068944,75.5160235
142032.0,30.6393835,75.5160235
142033.0,30.9137957,75.4577775
142034.0,30.6791038,75.4694285
142035.0,30.7286926,75.4111644
142036.0,30.8311764,75.42281899999998
142037.0,30.6829265,75.30623259999999
142038.0,30.7303788,75.0377502
142040.0,30.722510600000003,75.2595731
142041.0,30.8878442,75.329557
142042.0,30.9766643,75.2245693
142043.0,30.95318,75.1195107
142044.0,31.0836964,74.9910112
142047.0,30.9885482,74.94425849999998
142048.0,30.8201879,75.0377502
142049.0,30.6350206,74.9910112
142050.0,30.8933344,74.8974925
142052.0,30.8765644,74.7571147
142053.0,30.7629517,75.31789520000002
142054.0,30.840241,75.30623259999999
142056.0,30.6919253,75.18955759999999
142060.0,30.7882297,74.8624092
143001.0,31.6427636,74.8565613
143002.0,31.6319333,74.83609179999998
143003.0,31.638676,74.9150313
143004.0,31.6570364,74.8006093
143005.0,31.637656,74.8258562
143006.0,31.6052458,74.9150313
143007.0,31.68527760000001,74.88579890000003
143008.0,31.68527760000001,74.88579890000003
143009.0,31.565386199999995,74.8156199
143010.0,31.565386199999995,74.8156199
143021.0,31.554379600000004,74.9091853
143022.0,31.554379600000004,74.9091853
143026.0,31.554379600000004,74.9091853
143036.0,31.554379600000004,74.9091853
143101.0,31.7184729,74.7922202
143102.0,31.8336912,74.7337069
143104.0,31.6584536,74.8711807
143105.0,31.604280100000004,74.7688173
143106.0,31.5957256,74.69858909999998
143107.0,31.5957256,74.69858909999998
143111.0,31.5850187,75.1662121
143112.0,31.518065000000004,75.1662121
143113.0,31.6352742,75.0260667
143114.0,31.660198200000004,75.2362381
143115.0,31.548856,75.0494329
143119.0,31.716042,75.1428632
143201.0,31.4789051,75.21289959999999
143202.0,31.57369760000001,75.2595731
143203.0,31.6069353,75.35287790000002
143204.0,31.5345119,75.30623259999999
143205.0,31.6210674,75.2829046
143301.0,31.4733592,74.7922202
143302.0,31.4230672,74.7454112
143303.0,31.3504271,74.69858909999998
143304.0,31.2919459,74.7688173
143401.0,31.4358719,74.94425849999998
143402.0,31.4358719,74.94425849999998
143406.0,31.456801,75.0260667
143409.0,31.3004141,75.0260667
143410.0,31.286481899999995,74.9091853
143412.0,31.1998398,74.9325683
143413.0,31.5181797,74.9793243
143415.0,31.3409427,74.8974925
143416.0,31.1899658,74.7571147
143419.0,31.167207,74.56976170000002
143422.0,31.3338316,75.1195107
143501.0,31.6491658,74.95594799999998
143502.0,31.7216097,75.0026972
143504.0,31.7077097,75.07279559999998
143505.0,31.775893300000003,75.1778853
143506.0,31.821704600000004,75.2829046
143507.0,31.821849,75.09615490000002
143511.0,31.903911800000003,75.1311874
143512.0,32.0081514,75.1662121
143513.0,31.9024655,75.0260667
143516.0,31.8076404,75.35287790000002
143518.0,31.8759997,75.27123929999998
143519.0,31.9552657,75.2829046
143520.0,32.0052487,75.329557
143521.0,32.0579368,75.3995089
143525.0,32.1635688,75.35287790000002
143526.0,32.059461,75.31789520000002
143528.0,31.9477986,75.50437609999999
143529.0,31.9467096,75.3995089
143530.0,31.9993777,75.4694285
143531.0,32.1203289,75.4577775
143532.0,32.1218823,75.3761952
143533.0,32.1214135,75.56260390000001
143534.0,32.2091953,75.4577775
143601.0,31.7981381,74.9910112
143605.0,31.9303036,75.07279559999998
143606.0,31.8216619,74.9091853
144001.0,31.3271102,75.59170920000003
144002.0,31.3101807,75.4927278
144003.0,31.30073,75.5567821
144004.0,31.3443197,75.58113759999998
144005.0,31.2956907,75.6353564
144006.0,31.32141720000001,75.5786125
144007.0,31.3223614,75.6237184
144008.0,31.3387761,75.5713361
144009.0,31.3633457,75.61498929999998
144010.0,31.2915834,75.67317340000002
144011.0,31.2937587,75.581523
144012.0,31.3942603,75.59170920000003
144013.0,31.38090200000001,75.4752537
144014.0,31.5410654,75.8010962
144020.0,31.2339038,75.6091696
144021.0,31.3526942,75.5218468
144022.0,31.283649100000005,75.6033497
144023.0,31.3122461,75.6455388
144024.0,31.2652193,75.6382657
144025.0,31.373578100000003,75.6557206
144026.0,31.2734015,75.56260390000001
144027.0,31.3659892,75.5524157
144028.0,31.2008663,75.5160235
144029.0,31.0860234,75.9405178
144030.0,31.394307,75.78947159999998
144031.0,31.127391,75.7080727
144032.0,31.210515,75.6499025
144033.0,31.1640126,75.58588859999998
144034.0,31.1270864,75.6557206
144039.0,31.0644037,75.5975296
144040.0,31.1256127,75.44612559999999
144041.0,31.0035902,75.4577775
144042.0,31.1609794,75.5101999
144101.0,31.33144,75.6789905
144102.0,31.4038786,75.72551920000002
144103.0,31.4257651,75.74587079999998
144104.0,31.4028807,75.76621949999998
144105.0,31.498644,75.77203279999998
144106.0,31.4476463,75.76621949999998
144201.0,31.562371,75.64408420000002
144202.0,31.6856937,75.5509602
144203.0,31.6392332,75.632447
144204.0,31.6392332,75.632447
144205.0,31.835568,75.6906241
144207.0,31.7418037,75.74877790000002
144208.0,31.6183102,75.841775
144209.0,31.6957869,75.9347113
144210.0,31.6774597,75.77203279999998
144211.0,31.948784000000003,75.6091696
144212.0,31.6865524,75.6557206
144214.0,31.8792719,75.58588859999998
144216.0,31.9334219,75.8650148
144221.0,31.9745991,75.737149
144301.0,31.43313400000001,75.6382657
144302.0,31.4604332,75.632447
144303.0,31.5025002,75.6091696
144305.0,31.733853600000003,75.6789905
144306.0,32.0155748,75.6091696
144311.0,31.14851130000001,75.69644050000002
144401.0,31.257546,75.8185314
144402.0,31.2246701,75.72551920000002
144403.0,31.294529200000003,75.74877790000002
144404.0,31.305219800000003,75.8940592
144405.0,31.3273873,75.841775
144407.0,31.3383182,75.78947159999998
144408.0,31.3362402,75.87082420000002
144409.0,31.1401941,75.77203279999998
144410.0,31.040489,75.7836589
144411.0,31.2668695,75.7022567
144416.0,31.089513300000004,75.87082420000002
144417.0,31.0587428,75.9985693
144418.0,31.100518,75.8185314
144419.0,31.0584124,75.8940592
144421.0,31.10125,76.0275859
144422.0,31.04366670000001,75.9637413
144501.0,31.1928733,75.841775
144502.0,31.1542604,75.8475853
144503.0,31.2480889,75.9347113
144504.0,31.1818792,75.8940592
144505.0,31.2058019,75.9579358
144506.0,31.2136387,76.0798006
